month;day;hour;P [W]
4;11;:0610;116.1418182
4;11;:0710;273.7363636
4;11;:0810;400.76
4;11;:0910;506.8690909
4;11;:1010;556.2645455
4;11;:1110;565.7827273
4;11;:1210;473.9281818
4;11;:1310;352.2518182
4;11;:1410;338.8781818
4;11;:1510;256.0709091
4;11;:1610;120.8127273
4;11;:1710;6.099090909
4;11;:1810;0
4;11;:1910;0
4;11;:2010;0
4;11;:2110;0
4;11;:2210;0
4;11;:2310;0
4;12;:0010;0
4;12;:0110;0
4;12;:0210;0
4;12;:0310;0
4;12;:0410;0
4;12;:0510;21.67272727
4;12;:0610;92.31454545
4;12;:0710;185.0409091
4;12;:0810;305.0927273
4;12;:0910;342.3445455
4;12;:1010;359.3636364
4;12;:1110;406.5190909
4;12;:1210;437.7672727
4;12;:1310;358.4354545
4;12;:1410;280.8754545
4;12;:1510;208.2727273
4;12;:1610;111.7827273
4;12;:1710;6.262727273
4;12;:1810;0
4;12;:1910;0
4;12;:2010;0
4;12;:2110;0
4;12;:2210;0
4;12;:2310;0
4;13;:0010;0
4;13;:0110;0
4;13;:0210;0
4;13;:0310;0
4;13;:0410;0
4;13;:0510;28.77090909
4;13;:0610;137.6327273
4;13;:0710;287.1372727
4;13;:0810;368.0827273
4;13;:0910;556.9709091
4;13;:1010;499.4345455
4;13;:1110;545.33
4;13;:1210;589.4654545
4;13;:1310;417.3518182
4;13;:1410;265.3272727
4;13;:1510;205.5318182
4;13;:1610;109.3954545
4;13;:1710;8.296363636
4;13;:1810;0
4;13;:1910;0
4;13;:2010;0
4;13;:2110;0
4;13;:2210;0
4;13;:2310;0
4;14;:0010;0
4;14;:0110;0
4;14;:0210;0
4;14;:0310;0
4;14;:0410;0
4;14;:0510;32.37
4;14;:0610;117.4463636
4;14;:0710;250.0881818
4;14;:0810;355.3990909
4;14;:0910;489.8518182
4;14;:1010;492.8527273
4;14;:1110;518.1763636
4;14;:1210;500.84
4;14;:1310;357.8190909
4;14;:1410;332.3227273
4;14;:1510;231.6009091
4;14;:1610;130.3463636
4;14;:1710;9.553636364
4;14;:1810;0
4;14;:1910;0
4;14;:2010;0
4;14;:2110;0
4;14;:2210;0
4;14;:2310;0
4;15;:0010;0
4;15;:0110;0
4;15;:0210;0
4;15;:0310;0
4;15;:0410;0
4;15;:0510;28.79545455
4;15;:0610;146.5627273
4;15;:0710;329.54
4;15;:0810;465.2545455
4;15;:0910;533.6690909
4;15;:1010;548.7954545
4;15;:1110;496.8609091
4;15;:1210;454.11
4;15;:1310;437.3318182
4;15;:1410;361.7536364
4;15;:1510;227.01
4;15;:1610;111.7918182
4;15;:1710;8.356363636
4;15;:1810;0
4;15;:1910;0
4;15;:2010;0
4;15;:2110;0
4;15;:2210;0
4;15;:2310;0
4;16;:0010;0
4;16;:0110;0
4;16;:0210;0
4;16;:0310;0
4;16;:0410;0
4;16;:0510;26.32454545
4;16;:0610;124.0036364
4;16;:0710;299.4145455
4;16;:0810;439.0945455
4;16;:0910;530.3481818
4;16;:1010;542.9781818
4;16;:1110;514.3881818
4;16;:1210;514.4209091
4;16;:1310;412.1045455
4;16;:1410;402.4118182
4;16;:1510;256.71
4;16;:1610;120.6881818
4;16;:1710;12.23454545
4;16;:1810;0
4;16;:1910;0
4;16;:2010;0
4;16;:2110;0
4;16;:2210;0
4;16;:2310;0
4;17;:0010;0
4;17;:0110;0
4;17;:0210;0
4;17;:0310;0
4;17;:0410;0
4;17;:0510;27.88545455
4;17;:0610;122.1790909
4;17;:0710;294.4981818
4;17;:0810;396.8681818
4;17;:0910;563.4136364
4;17;:1010;467.6436364
4;17;:1110;526.2463636
4;17;:1210;475.3981818
4;17;:1310;492.65
4;17;:1410;457.8090909
4;17;:1510;278.6618182
4;17;:1610;145.4227273
4;17;:1710;13.31
4;17;:1810;0
4;17;:1910;0
4;17;:2010;0
4;17;:2110;0
4;17;:2210;0
4;17;:2310;0
4;18;:0010;0
4;18;:0110;0
4;18;:0210;0
4;18;:0310;0
4;18;:0410;0
4;18;:0510;33.58636364
4;18;:0610;140.7063636
4;18;:0710;279.9190909
4;18;:0810;395.11
4;18;:0910;478.6763636
4;18;:1010;557.8272727
4;18;:1110;547.4209091
4;18;:1210;627.9863636
4;18;:1310;512.1427273
4;18;:1410;379.3581818
4;18;:1510;252.3990909
4;18;:1610;124.3263636
4;18;:1710;12.24454545
4;18;:1810;0
4;18;:1910;0
4;18;:2010;0
4;18;:2110;0
4;18;:2210;0
4;18;:2310;0
4;19;:0010;0
4;19;:0110;0
4;19;:0210;0
4;19;:0310;0
4;19;:0410;0
4;19;:0510;27.75272727
4;19;:0610;154.9
4;19;:0710;307.0081818
4;19;:0810;481.7563636
4;19;:0910;597.1309091
4;19;:1010;622.2890909
4;19;:1110;660.3645455
4;19;:1210;532.4863636
4;19;:1310;431.6909091
4;19;:1410;351.7372727
4;19;:1510;245.0736364
4;19;:1610;129.2254545
4;19;:1710;12.80909091
4;19;:1810;0
4;19;:1910;0
4;19;:2010;0
4;19;:2110;0
4;19;:2210;0
4;19;:2310;0
4;20;:0010;0
4;20;:0110;0
4;20;:0210;0
4;20;:0310;0
4;20;:0410;0
4;20;:0510;39.63363636
4;20;:0610;178.6390909
4;20;:0710;365.3527273
4;20;:0810;537.2763636
4;20;:0910;632.6145455
4;20;:1010;717.7490909
4;20;:1110;736.6872727
4;20;:1210;680.3154545
4;20;:1310;578.7209091
4;20;:1410;454.9636364
4;20;:1510;305.7690909
4;20;:1610;139.3418182
4;20;:1710;15.94818182
4;20;:1810;0
4;20;:1910;0
4;20;:2010;0
4;20;:2110;0
4;20;:2210;0
4;20;:2310;0
4;21;:0010;0
4;21;:0110;0
4;21;:0210;0
4;21;:0310;0
4;21;:0410;0
4;21;:0510;41.30636364
4;21;:0610;187.5463636
4;21;:0710;386.4090909
4;21;:0810;541.6790909
4;21;:0910;665.6054545
4;21;:1010;761.5663636
4;21;:1110;809.6145455
4;21;:1210;728.2436364
4;21;:1310;677.5227273
4;21;:1410;525.0518182
4;21;:1510;365.3990909
4;21;:1610;174.4654545
4;21;:1710;20.47454545
4;21;:1810;0
4;21;:1910;0
4;21;:2010;0
4;21;:2110;0
4;21;:2210;0
4;21;:2310;0
4;22;:0010;0
4;22;:0110;0
4;22;:0210;0
4;22;:0310;0
4;22;:0410;0
4;22;:0510;43.03636364
4;22;:0610;190.5936364
4;22;:0710;395.7563636
4;22;:0810;543.5463636
4;22;:0910;640.3354545
4;22;:1010;686.0836364
4;22;:1110;660.0572727
4;22;:1210;622.8690909
4;22;:1310;556.4054545
4;22;:1410;451.8418182
4;22;:1510;301.7863636
4;22;:1610;166.0481818
4;22;:1710;18.53272727
4;22;:1810;0
4;22;:1910;0
4;22;:2010;0
4;22;:2110;0
4;22;:2210;0
4;22;:2310;0
4;23;:0010;0
4;23;:0110;0
4;23;:0210;0
4;23;:0310;0
4;23;:0410;0
4;23;:0510;40.62727273
4;23;:0610;161.41
4;23;:0710;319.6518182
4;23;:0810;417.3645455
4;23;:0910;526.1809091
4;23;:1010;531.5809091
4;23;:1110;495.8
4;23;:1210;451.9163636
4;23;:1310;420.6336364
4;23;:1410;366.5590909
4;23;:1510;256.3945455
4;23;:1610;110.6954545
4;23;:1710;15.94818182
4;23;:1810;0
4;23;:1910;0
4;23;:2010;0
4;23;:2110;0
4;23;:2210;0
4;23;:2310;0
4;24;:0010;0
4;24;:0110;0
4;24;:0210;0
4;24;:0310;0
4;24;:0410;0
4;24;:0510;42.17909091
4;24;:0610;154.4472727
4;24;:0710;316.2890909
4;24;:0810;478.2781818
4;24;:0910;594.7127273
4;24;:1010;680.7445455
4;24;:1110;718.9381818
4;24;:1210;631.2854545
4;24;:1310;521.17
4;24;:1410;489.0490909
4;24;:1510;343.2681818
4;24;:1610;161.8781818
4;24;:1710;26.30727273
4;24;:1810;0
4;24;:1910;0
4;24;:2010;0
4;24;:2110;0
4;24;:2210;0
4;24;:2310;0
4;25;:0010;0
4;25;:0110;0
4;25;:0210;0
4;25;:0310;0
4;25;:0410;0.629090909
4;25;:0510;48.50090909
4;25;:0610;184.7090909
4;25;:0710;366.0454545
4;25;:0810;492.3263636
4;25;:0910;649.7227273
4;25;:1010;697.5481818
4;25;:1110;657.54
4;25;:1210;644.0254545
4;25;:1310;519.5345455
4;25;:1410;447.9736364
4;25;:1510;319.9336364
4;25;:1610;174.1209091
4;25;:1710;24.01363636
4;25;:1810;0
4;25;:1910;0
4;25;:2010;0
4;25;:2110;0
4;25;:2210;0
4;25;:2310;0
4;26;:0010;0
4;26;:0110;0
4;26;:0210;0
4;26;:0310;0
4;26;:0410;1.159090909
4;26;:0510;51.53363636
4;26;:0610;194.5154545
4;26;:0710;336.3990909
4;26;:0810;464.5363636
4;26;:0910;562.1136364
4;26;:1010;546.5154545
4;26;:1110;539.7409091
4;26;:1210;643.4618182
4;26;:1310;543.0518182
4;26;:1410;377.7372727
4;26;:1510;291.8663636
4;26;:1610;111.93
4;26;:1710;23.06363636
4;26;:1810;0
4;26;:1910;0
4;26;:2010;0
4;26;:2110;0
4;26;:2210;0
4;26;:2310;0
4;27;:0010;0
4;27;:0110;0
4;27;:0210;0
4;27;:0310;0
4;27;:0410;0.376363636
4;27;:0510;45.37454545
4;27;:0610;166.9409091
4;27;:0710;330.4845455
4;27;:0810;503.9454545
4;27;:0910;596.9863636
4;27;:1010;660.7536364
4;27;:1110;691.0745455
4;27;:1210;615.1354545
4;27;:1310;566.2709091
4;27;:1410;406.3454545
4;27;:1510;312.3190909
4;27;:1610;147.1936364
4;27;:1710;26.51090909
4;27;:1810;0
4;27;:1910;0
4;27;:2010;0
4;27;:2110;0
4;27;:2210;0
4;27;:2310;0
4;28;:0010;0
4;28;:0110;0
4;28;:0210;0
4;28;:0310;0
4;28;:0410;1.174545455
4;28;:0510;47.54181818
4;28;:0610;204.7472727
4;28;:0710;396.2627273
4;28;:0810;545.8790909
4;28;:0910;590.0063636
4;28;:1010;662.1245455
4;28;:1110;687.4136364
4;28;:1210;656.8
4;28;:1310;543.9027273
4;28;:1410;423.1909091
4;28;:1510;264.0136364
4;28;:1610;154.7127273
4;28;:1710;19.63181818
4;28;:1810;0
4;28;:1910;0
4;28;:2010;0
4;28;:2110;0
4;28;:2210;0
4;28;:2310;0
4;29;:0010;0
4;29;:0110;0
4;29;:0210;0
4;29;:0310;0
4;29;:0410;2.171818182
4;29;:0510;39.92
4;29;:0610;158.1936364
4;29;:0710;319.8036364
4;29;:0810;508.2227273
4;29;:0910;580.5836364
4;29;:1010;606.1236364
4;29;:1110;582.62
4;29;:1210;544.7736364
4;29;:1310;502.4209091
4;29;:1410;345.63
4;29;:1510;232.2218182
4;29;:1610;120.22
4;29;:1710;23.77
4;29;:1810;0
4;29;:1910;0
4;29;:2010;0
4;29;:2110;0
4;29;:2210;0
4;29;:2310;0
4;30;:0010;0
4;30;:0110;0
4;30;:0210;0
4;30;:0310;0
4;30;:0410;1.330909091
4;30;:0510;46.21636364
4;30;:0610;200.03
4;30;:0710;362.5945455
4;30;:0810;533.2918182
4;30;:0910;651.53
4;30;:1010;710.9727273
4;30;:1110;737.6609091
4;30;:1210;700.2163636
4;30;:1310;567.3527273
4;30;:1410;458.5781818
4;30;:1510;291.6554545
4;30;:1610;158.8154545
4;30;:1710;31.71454545
4;30;:1810;0
4;30;:1910;0
4;30;:2010;0
4;30;:2110;0
4;30;:2210;0
4;30;:2310;0
5;1;:0010;0
5;1;:0110;0
5;1;:0210;0
5;1;:0310;0
5;1;:0410;3.102727273
5;1;:0510;38.39545455
5;1;:0610;136.0090909
5;1;:0710;288.2109091
5;1;:0810;436.5281818
5;1;:0910;583.3927273
5;1;:1010;620.8481818
5;1;:1110;619.7536364
5;1;:1210;565.2845455
5;1;:1310;481.4927273
5;1;:1410;328.6172727
5;1;:1510;261.1054545
5;1;:1610;145.3454545
5;1;:1710;25.48090909
5;1;:1810;0
5;1;:1910;0
5;1;:2010;0
5;1;:2110;0
5;1;:2210;0
5;1;:2310;0
5;2;:0010;0
5;2;:0110;0
5;2;:0210;0
5;2;:0310;0
5;2;:0410;6.536363636
5;2;:0510;42.72818182
5;2;:0610;153.1554545
5;2;:0710;301.5927273
5;2;:0810;433.5672727
5;2;:0910;510.6209091
5;2;:1010;569.76
5;2;:1110;577.8872727
5;2;:1210;529.9945455
5;2;:1310;427.6418182
5;2;:1410;402.2609091
5;2;:1510;314.4590909
5;2;:1610;141.7063636
5;2;:1710;34.29454545
5;2;:1810;0
5;2;:1910;0
5;2;:2010;0
5;2;:2110;0
5;2;:2210;0
5;2;:2310;0
5;3;:0010;0
5;3;:0110;0
5;3;:0210;0
5;3;:0310;0
5;3;:0410;3.617272727
5;3;:0510;49.07090909
5;3;:0610;128.8827273
5;3;:0710;253.6181818
5;3;:0810;391.7336364
5;3;:0910;374.1090909
5;3;:1010;361.7163636
5;3;:1110;471.5745455
5;3;:1210;446.4645455
5;3;:1310;360.5254545
5;3;:1410;298.7218182
5;3;:1510;213.4863636
5;3;:1610;133.3663636
5;3;:1710;26.07181818
5;3;:1810;0
5;3;:1910;0
5;3;:2010;0
5;3;:2110;0
5;3;:2210;0
5;3;:2310;0
5;4;:0010;0
5;4;:0110;0
5;4;:0210;0
5;4;:0310;0
5;4;:0410;3.462727273
5;4;:0510;43.37727273
5;4;:0610;137.9045455
5;4;:0710;312.1409091
5;4;:0810;424.9945455
5;4;:0910;504.1309091
5;4;:1010;494.3481818
5;4;:1110;488.4945455
5;4;:1210;543.6345455
5;4;:1310;405.6354545
5;4;:1410;291.1890909
5;4;:1510;185.8872727
5;4;:1610;101.6281818
5;4;:1710;27.60545455
5;4;:1810;0
5;4;:1910;0
5;4;:2010;0
5;4;:2110;0
5;4;:2210;0
5;4;:2310;0
5;5;:0010;0
5;5;:0110;0
5;5;:0210;0
5;5;:0310;0
5;5;:0410;5.938181818
5;5;:0510;47.68
5;5;:0610;150.3454545
5;5;:0710;289.8718182
5;5;:0810;397.8136364
5;5;:0910;473.0681818
5;5;:1010;536.6554545
5;5;:1110;546.8309091
5;5;:1210;553.4254545
5;5;:1310;445.9463636
5;5;:1410;420.2509091
5;5;:1510;243.08
5;5;:1610;108.7554545
5;5;:1710;27.71272727
5;5;:1810;0
5;5;:1910;0
5;5;:2010;0
5;5;:2110;0
5;5;:2210;0
5;5;:2310;0
5;6;:0010;0
5;6;:0110;0
5;6;:0210;0
5;6;:0310;0
5;6;:0410;6.889090909
5;6;:0510;45.54272727
5;6;:0610;169.2736364
5;6;:0710;326.9490909
5;6;:0810;410.0518182
5;6;:0910;586.4136364
5;6;:1010;654.2627273
5;6;:1110;585.3945455
5;6;:1210;543.8018182
5;6;:1310;502.0581818
5;6;:1410;354.8354545
5;6;:1510;223.1263636
5;6;:1610;145.3218182
5;6;:1710;27.70181818
5;6;:1810;0
5;6;:1910;0
5;6;:2010;0
5;6;:2110;0
5;6;:2210;0
5;6;:2310;0
5;7;:0010;0
5;7;:0110;0
5;7;:0210;0
5;7;:0310;0
5;7;:0410;8.988181818
5;7;:0510;52.79
5;7;:0610;186.2454545
5;7;:0710;325.2090909
5;7;:0810;560.6090909
5;7;:0910;556.0518182
5;7;:1010;554.7381818
5;7;:1110;555.1718182
5;7;:1210;494.9072727
5;7;:1310;491.2045455
5;7;:1410;388.64
5;7;:1510;283.1009091
5;7;:1610;133.0190909
5;7;:1710;32.78545455
5;7;:1810;0
5;7;:1910;0
5;7;:2010;0
5;7;:2110;0
5;7;:2210;0
5;7;:2310;0
5;8;:0010;0
5;8;:0110;0
5;8;:0210;0
5;8;:0310;0
5;8;:0410;10.34909091
5;8;:0510;62.73090909
5;8;:0610;195.2018182
5;8;:0710;329.0190909
5;8;:0810;460.4490909
5;8;:0910;580.1509091
5;8;:1010;670.9090909
5;8;:1110;711.9609091
5;8;:1210;650.5272727
5;8;:1310;590.1381818
5;8;:1410;384.2063636
5;8;:1510;343.5081818
5;8;:1610;186.2027273
5;8;:1710;36.59818182
5;8;:1810;0
5;8;:1910;0
5;8;:2010;0
5;8;:2110;0
5;8;:2210;0
5;8;:2310;0
5;9;:0010;0
5;9;:0110;0
5;9;:0210;0
5;9;:0310;0
5;9;:0410;11.98181818
5;9;:0510;47.60363636
5;9;:0610;192.4536364
5;9;:0710;360.7809091
5;9;:0810;495.1045455
5;9;:0910;619.3027273
5;9;:1010;687.7809091
5;9;:1110;569.6109091
5;9;:1210;647.2581818
5;9;:1310;590.3636364
5;9;:1410;491.8481818
5;9;:1510;369.3718182
5;9;:1610;198.6245455
5;9;:1710;42.45818182
5;9;:1810;0
5;9;:1910;0
5;9;:2010;0
5;9;:2110;0
5;9;:2210;0
5;9;:2310;0
5;10;:0010;0
5;10;:0110;0
5;10;:0210;0
5;10;:0310;0
5;10;:0410;11.51909091
5;10;:0510;58.56909091
5;10;:0610;216.0281818
5;10;:0710;401.3063636
5;10;:0810;533.09
5;10;:0910;635.3445455
5;10;:1010;697.64
5;10;:1110;739.8063636
5;10;:1210;671.1381818
5;10;:1310;588.4254545
5;10;:1410;429.0872727
5;10;:1510;290.3090909
5;10;:1610;138.8109091
5;10;:1710;40.80363636
5;10;:1810;0
5;10;:1910;0
5;10;:2010;0
5;10;:2110;0
5;10;:2210;0
5;10;:2310;0
5;11;:0010;0
5;11;:0110;0
5;11;:0210;0
5;11;:0310;0
5;11;:0410;16.65272727
5;11;:0510;66.84727273
5;11;:0610;213.6254545
5;11;:0710;366.6027273
5;11;:0810;471.6090909
5;11;:0910;546.9854545
5;11;:1010;583.3218182
5;11;:1110;587.1209091
5;11;:1210;611.2563636
5;11;:1310;426.2827273
5;11;:1410;424.85
5;11;:1510;272.6409091
5;11;:1610;145.5490909
5;11;:1710;36.81727273
5;11;:1810;0
5;11;:1910;0
5;11;:2010;0
5;11;:2110;0
5;11;:2210;0
5;11;:2310;0
5;12;:0010;0
5;12;:0110;0
5;12;:0210;0
5;12;:0310;0
5;12;:0410;15.84818182
5;12;:0510;55.28181818
5;12;:0610;165.1072727
5;12;:0710;304.9863636
5;12;:0810;392.4963636
5;12;:0910;475.0054545
5;12;:1010;463.9309091
5;12;:1110;450.6727273
5;12;:1210;417.2672727
5;12;:1310;418.7363636
5;12;:1410;340.4027273
5;12;:1510;205.0118182
5;12;:1610;127.1545455
5;12;:1710;36.4
5;12;:1810;0
5;12;:1910;0
5;12;:2010;0
5;12;:2110;0
5;12;:2210;0
5;12;:2310;0
5;13;:0010;0
5;13;:0110;0
5;13;:0210;0
5;13;:0310;0
5;13;:0410;12.27545455
5;13;:0510;58.20545455
5;13;:0610;176.4618182
5;13;:0710;316.3672727
5;13;:0810;374.0572727
5;13;:0910;480.1245455
5;13;:1010;475.1045455
5;13;:1110;485.2
5;13;:1210;467.3772727
5;13;:1310;477.9290909
5;13;:1410;295.8318182
5;13;:1510;313.25
5;13;:1610;147.3345455
5;13;:1710;40.33181818
5;13;:1810;0
5;13;:1910;0
5;13;:2010;0
5;13;:2110;0
5;13;:2210;0
5;13;:2310;0
5;14;:0010;0
5;14;:0110;0
5;14;:0210;0
5;14;:0310;0
5;14;:0410;8.838181818
5;14;:0510;52.60090909
5;14;:0610;145.5718182
5;14;:0710;280.4981818
5;14;:0810;428.2890909
5;14;:0910;539.9536364
5;14;:1010;514.73
5;14;:1110;518.0109091
5;14;:1210;486.7272727
5;14;:1310;417.3990909
5;14;:1410;299.3327273
5;14;:1510;259.5354545
5;14;:1610;157.8227273
5;14;:1710;39.35636364
5;14;:1810;0
5;14;:1910;0
5;14;:2010;0
5;14;:2110;0
5;14;:2210;0
5;14;:2310;0
5;15;:0010;0
5;15;:0110;0
5;15;:0210;0
5;15;:0310;0
5;15;:0410;14.38181818
5;15;:0510;47.40818182
5;15;:0610;156.4290909
5;15;:0710;277.8818182
5;15;:0810;365.5727273
5;15;:0910;405.3754545
5;15;:1010;447.8090909
5;15;:1110;460.7145455
5;15;:1210;403.7945455
5;15;:1310;386.4745455
5;15;:1410;326.5081818
5;15;:1510;244.2027273
5;15;:1610;130.7654545
5;15;:1710;34.13181818
5;15;:1810;0
5;15;:1910;0
5;15;:2010;0
5;15;:2110;0
5;15;:2210;0
5;15;:2310;0
5;16;:0010;0
5;16;:0110;0
5;16;:0210;0
5;16;:0310;0
5;16;:0410;7.002727273
5;16;:0510;43.06727273
5;16;:0610;114.7645455
5;16;:0710;237.48
5;16;:0810;371.0472727
5;16;:0910;357.7309091
5;16;:1010;428.5681818
5;16;:1110;415.7881818
5;16;:1210;467.7945455
5;16;:1310;312.99
5;16;:1410;276.0609091
5;16;:1510;212.6018182
5;16;:1610;124.6036364
5;16;:1710;41.14727273
5;16;:1810;0.097272727
5;16;:1910;0
5;16;:2010;0
5;16;:2110;0
5;16;:2210;0
5;16;:2310;0
5;17;:0010;0
5;17;:0110;0
5;17;:0210;0
5;17;:0310;0
5;17;:0410;11.94
5;17;:0510;42.50727273
5;17;:0610;122.5009091
5;17;:0710;230.6445455
5;17;:0810;311.0354545
5;17;:0910;397.9845455
5;17;:1010;296.5581818
5;17;:1110;362.6627273
5;17;:1210;451.6336364
5;17;:1310;430.07
5;17;:1410;306.2554545
5;17;:1510;231.9709091
5;17;:1610;161.6745455
5;17;:1710;41.70818182
5;17;:1810;0.176363636
5;17;:1910;0
5;17;:2010;0
5;17;:2110;0
5;17;:2210;0
5;17;:2310;0
5;18;:0010;0
5;18;:0110;0
5;18;:0210;0
5;18;:0310;0
5;18;:0410;13.15545455
5;18;:0510;55.35818182
5;18;:0610;179.97
5;18;:0710;293.2909091
5;18;:0810;478.2481818
5;18;:0910;534.5363636
5;18;:1010;580.6081818
5;18;:1110;550.6027273
5;18;:1210;471.9936364
5;18;:1310;542.9563636
5;18;:1410;478.5618182
5;18;:1510;289.4490909
5;18;:1610;171.1972727
5;18;:1710;33.90727273
5;18;:1810;0.304545455
5;18;:1910;0
5;18;:2010;0
5;18;:2110;0
5;18;:2210;0
5;18;:2310;0
5;19;:0010;0
5;19;:0110;0
5;19;:0210;0
5;19;:0310;0
5;19;:0410;23.48818182
5;19;:0510;67.23090909
5;19;:0610;237.1345455
5;19;:0710;399.2463636
5;19;:0810;535.0845455
5;19;:0910;614.5154545
5;19;:1010;561.2254545
5;19;:1110;587.6736364
5;19;:1210;557.6027273
5;19;:1310;551.1290909
5;19;:1410;412.71
5;19;:1510;314.6427273
5;19;:1610;156.1654545
5;19;:1710;33.39
5;19;:1810;0.356363636
5;19;:1910;0
5;19;:2010;0
5;19;:2110;0
5;19;:2210;0
5;19;:2310;0
5;20;:0010;0
5;20;:0110;0
5;20;:0210;0
5;20;:0310;0
5;20;:0410;16.05272727
5;20;:0510;62.83545455
5;20;:0610;206.3254545
5;20;:0710;355.0527273
5;20;:0810;458.2781818
5;20;:0910;527.2381818
5;20;:1010;579.8490909
5;20;:1110;539.8245455
5;20;:1210;486.8645455
5;20;:1310;500.2409091
5;20;:1410;434.8763636
5;20;:1510;332.6663636
5;20;:1610;149.38
5;20;:1710;39.38909091
5;20;:1810;0.018181818
5;20;:1910;0
5;20;:2010;0
5;20;:2110;0
5;20;:2210;0
5;20;:2310;0
5;21;:0010;0
5;21;:0110;0
5;21;:0210;0
5;21;:0310;0
5;21;:0410;22.28727273
5;21;:0510;60.05272727
5;21;:0610;172.4809091
5;21;:0710;300.0427273
5;21;:0810;394.3718182
5;21;:0910;483.8645455
5;21;:1010;443.6618182
5;21;:1110;517.3009091
5;21;:1210;539.9272727
5;21;:1310;488.0318182
5;21;:1410;320.45
5;21;:1510;254.4018182
5;21;:1610;131.4472727
5;21;:1710;36.24636364
5;21;:1810;1.073636364
5;21;:1910;0
5;21;:2010;0
5;21;:2110;0
5;21;:2210;0
5;21;:2310;0
5;22;:0010;0
5;22;:0110;0
5;22;:0210;0
5;22;:0310;0
5;22;:0410;20.03090909
5;22;:0510;62.54181818
5;22;:0610;180.4372727
5;22;:0710;322.9554545
5;22;:0810;465.4854545
5;22;:0910;496.2718182
5;22;:1010;598.1618182
5;22;:1110;626.6236364
5;22;:1210;570.98
5;22;:1310;470.9145455
5;22;:1410;396.1872727
5;22;:1510;223.5736364
5;22;:1610;134.0563636
5;22;:1710;42.18909091
5;22;:1810;1.202727273
5;22;:1910;0
5;22;:2010;0
5;22;:2110;0
5;22;:2210;0
5;22;:2310;0
5;23;:0010;0
5;23;:0110;0
5;23;:0210;0
5;23;:0310;0
5;23;:0410;16.63909091
5;23;:0510;80.46
5;23;:0610;213.4354545
5;23;:0710;367.3863636
5;23;:0810;496.7490909
5;23;:0910;596.2990909
5;23;:1010;610.6054545
5;23;:1110;658.7190909
5;23;:1210;473.82
5;23;:1310;442.1409091
5;23;:1410;395.7972727
5;23;:1510;324.0181818
5;23;:1610;167.8790909
5;23;:1710;49.41727273
5;23;:1810;1.26
5;23;:1910;0
5;23;:2010;0
5;23;:2110;0
5;23;:2210;0
5;23;:2310;0
5;24;:0010;0
5;24;:0110;0
5;24;:0210;0
5;24;:0310;0
5;24;:0410;11.20181818
5;24;:0510;53.66818182
5;24;:0610;183.8963636
5;24;:0710;349.7736364
5;24;:0810;438.5181818
5;24;:0910;515.0390909
5;24;:1010;582.7118182
5;24;:1110;643.8181818
5;24;:1210;469.4445455
5;24;:1310;498.8109091
5;24;:1410;419.9909091
5;24;:1510;286.3445455
5;24;:1610;179.9927273
5;24;:1710;49.66818182
5;24;:1810;1.505454545
5;24;:1910;0
5;24;:2010;0
5;24;:2110;0
5;24;:2210;0
5;24;:2310;0
5;25;:0010;0
5;25;:0110;0
5;25;:0210;0
5;25;:0310;0
5;25;:0410;19.57636364
5;25;:0510;69.57636364
5;25;:0610;187.5345455
5;25;:0710;311.6045455
5;25;:0810;460.0709091
5;25;:0910;506.7227273
5;25;:1010;630.8554545
5;25;:1110;630.6945455
5;25;:1210;628.3054545
5;25;:1310;546.9790909
5;25;:1410;420.4481818
5;25;:1510;289.9363636
5;25;:1610;188.1990909
5;25;:1710;54.88
5;25;:1810;2.840909091
5;25;:1910;0
5;25;:2010;0
5;25;:2110;0
5;25;:2210;0
5;25;:2310;0
5;26;:0010;0
5;26;:0110;0
5;26;:0210;0
5;26;:0310;0
5;26;:0410;14.09181818
5;26;:0510;70.32090909
5;26;:0610;199.7218182
5;26;:0710;349.9054545
5;26;:0810;500.0945455
5;26;:0910;571.7163636
5;26;:1010;586.4090909
5;26;:1110;650.2581818
5;26;:1210;572.6690909
5;26;:1310;388.4227273
5;26;:1410;388.1118182
5;26;:1510;286.5063636
5;26;:1610;145.8845455
5;26;:1710;50.75272727
5;26;:1810;3.396363636
5;26;:1910;0
5;26;:2010;0
5;26;:2110;0
5;26;:2210;0
5;26;:2310;0
5;27;:0010;0
5;27;:0110;0
5;27;:0210;0
5;27;:0310;0
5;27;:0410;19.18454545
5;27;:0510;80.43090909
5;27;:0610;198.1154545
5;27;:0710;340.4509091
5;27;:0810;493.0772727
5;27;:0910;534.3418182
5;27;:1010;554.8136364
5;27;:1110;399.9727273
5;27;:1210;396.9590909
5;27;:1310;443.5681818
5;27;:1410;347.4854545
5;27;:1510;251.6636364
5;27;:1610;139.0654545
5;27;:1710;40.52727273
5;27;:1810;2.602727273
5;27;:1910;0
5;27;:2010;0
5;27;:2110;0
5;27;:2210;0
5;27;:2310;0
5;28;:0010;0
5;28;:0110;0
5;28;:0210;0
5;28;:0310;0
5;28;:0410;14.78272727
5;28;:0510;58.62909091
5;28;:0610;183.9009091
5;28;:0710;307.7836364
5;28;:0810;407.8009091
5;28;:0910;394.5481818
5;28;:1010;454.1436364
5;28;:1110;476.8254545
5;28;:1210;490.8236364
5;28;:1310;448.12
5;28;:1410;363.7163636
5;28;:1510;243.9845455
5;28;:1610;135.1590909
5;28;:1710;45.93545455
5;28;:1810;3.240909091
