month;day;hour;P [W]
2;20;:2210;0
2;20;:2310;0
2;21;:0010;0
2;21;:0110;0
2;21;:0210;0
2;21;:0310;0
2;21;:0410;0
2;21;:0510;0
2;21;:0610;0
2;21;:0710;128.9381818
2;21;:0810;292.2972727
2;21;:0910;399.2545455
2;21;:1010;482.9690909
2;21;:1110;490.0854545
2;21;:1210;427.96
2;21;:1310;411.7336364
2;21;:1410;266.7818182
2;21;:1510;155.1463636
2;21;:1610;0
2;21;:1710;0
2;21;:1810;0
2;21;:1910;0
2;21;:2010;0
2;21;:2110;0
2;21;:2210;0
2;21;:2310;0
2;22;:0010;0
2;22;:0110;0
2;22;:0210;0
2;22;:0310;0
2;22;:0410;0
2;22;:0510;0
2;22;:0610;0.425454545
2;22;:0710;73.08181818
2;22;:0810;139.4081818
2;22;:0910;279.7963636
2;22;:1010;299.5163636
2;22;:1110;358.3981818
2;22;:1210;336.0081818
2;22;:1310;311.4572727
2;22;:1410;255.81
2;22;:1510;145.8972727
2;22;:1610;0
2;22;:1710;0
2;22;:1810;0
2;22;:1910;0
2;22;:2010;0
2;22;:2110;0
2;22;:2210;0
2;22;:2310;0
2;23;:0010;0
2;23;:0110;0
2;23;:0210;0
2;23;:0310;0
2;23;:0410;0
2;23;:0510;0
2;23;:0610;1.090909091
2;23;:0710;85.05363636
2;23;:0810;197.2027273
2;23;:0910;288.7236364
2;23;:1010;329.7545455
2;23;:1110;499.64
2;23;:1210;441.6045455
2;23;:1310;382.3318182
2;23;:1410;283.7936364
2;23;:1510;153.32
2;23;:1610;0
2;23;:1710;0
2;23;:1810;0
2;23;:1910;0
2;23;:2010;0
2;23;:2110;0
2;23;:2210;0
2;23;:2310;0
2;24;:0010;0
2;24;:0110;0
2;24;:0210;0
2;24;:0310;0
2;24;:0410;0
2;24;:0510;0
2;24;:0610;2.332727273
2;24;:0710;137.1645455
2;24;:0810;291.0336364
2;24;:0910;377.3018182
2;24;:1010;413.9236364
2;24;:1110;462.0954545
2;24;:1210;443.9627273
2;24;:1310;421.1763636
2;24;:1410;252.8963636
2;24;:1510;163.6736364
2;24;:1610;0
2;24;:1710;0
2;24;:1810;0
2;24;:1910;0
2;24;:2010;0
2;24;:2110;0
2;24;:2210;0
2;24;:2310;0
2;25;:0010;0
2;25;:0110;0
2;25;:0210;0
2;25;:0310;0
2;25;:0410;0
2;25;:0510;0
2;25;:0610;2.345454545
2;25;:0710;133.4390909
2;25;:0810;266.6654545
2;25;:0910;326.9218182
2;25;:1010;350.7327273
2;25;:1110;414.64
2;25;:1210;312.7481818
2;25;:1310;366.0190909
2;25;:1410;289.0690909
2;25;:1510;153.7709091
2;25;:1610;1.794545455
2;25;:1710;0
2;25;:1810;0
2;25;:1910;0
2;25;:2010;0
2;25;:2110;0
2;25;:2210;0
2;25;:2310;0
2;26;:0010;0
2;26;:0110;0
2;26;:0210;0
2;26;:0310;0
2;26;:0410;0
2;26;:0510;0
2;26;:0610;2.954545455
2;26;:0710;93.42727273
2;26;:0810;241.1009091
2;26;:0910;286.5609091
2;26;:1010;251.3872727
2;26;:1110;262.8181818
2;26;:1210;211.8245455
2;26;:1310;212.6990909
2;26;:1410;206.9509091
2;26;:1510;160.8581818
2;26;:1610;2.136363636
2;26;:1710;0
2;26;:1810;0
2;26;:1910;0
2;26;:2010;0
2;26;:2110;0
2;26;:2210;0
2;26;:2310;0
2;27;:0010;0
2;27;:0110;0
2;27;:0210;0
2;27;:0310;0
2;27;:0410;0
2;27;:0510;0
2;27;:0610;4.508181818
2;27;:0710;155.6927273
2;27;:0810;305.9936364
2;27;:0910;422.8390909
2;27;:1010;535.5009091
2;27;:1110;560.5981818
2;27;:1210;491.2027273
2;27;:1310;475.1836364
2;27;:1410;338.2981818
2;27;:1510;212.2436364
2;27;:1610;4.985454545
2;27;:1710;0
2;27;:1810;0
2;27;:1910;0
2;27;:2010;0
2;27;:2110;0
2;27;:2210;0
2;27;:2310;0
2;28;:0010;0
2;28;:0110;0
2;28;:0210;0
2;28;:0310;0
2;28;:0410;0
2;28;:0510;0
2;28;:0610;5.11
2;28;:0710;119.7027273
2;28;:0810;261.8454545
2;28;:0910;303.2209091
2;28;:1010;408.5563636
2;28;:1110;468.9154545
2;28;:1210;467.6536364
2;28;:1310;374.4727273
2;28;:1410;322.0190909
2;28;:1510;192.0909091
2;28;:1610;2.22
2;28;:1710;0
2;28;:1810;0
2;28;:1910;0
2;28;:2010;0
2;28;:2110;0
2;28;:2210;0
2;28;:2310;0
3;1;:0010;0
3;1;:0110;0
3;1;:0210;0
3;1;:0310;0
3;1;:0410;0
3;1;:0510;0
3;1;:0610;10.10454545
3;1;:0710;93.96363636
3;1;:0810;175.1536364
3;1;:0910;234.8063636
3;1;:1010;363.1490909
3;1;:1110;334.9472727
3;1;:1210;272.3509091
3;1;:1310;348.2536364
3;1;:1410;277.9181818
3;1;:1510;122.7890909
3;1;:1610;15.04
3;1;:1710;0
3;1;:1810;0
3;1;:1910;0
3;1;:2010;0
3;1;:2110;0
3;1;:2210;0
3;1;:2310;0
3;2;:0010;0
3;2;:0110;0
3;2;:0210;0
3;2;:0310;0
3;2;:0410;0
3;2;:0510;0
3;2;:0610;11.70454545
3;2;:0710;134.99
3;2;:0810;291.0281818
3;2;:0910;423.5318182
3;2;:1010;426.3454545
3;2;:1110;440.7063636
3;2;:1210;379.6190909
3;2;:1310;328.5563636
3;2;:1410;293.8445455
3;2;:1510;131.0927273
3;2;:1610;23.60090909
3;2;:1710;0
3;2;:1810;0
3;2;:1910;0
3;2;:2010;0
3;2;:2110;0
3;2;:2210;0
3;2;:2310;0
3;3;:0010;0
3;3;:0110;0
3;3;:0210;0
3;3;:0310;0
3;3;:0410;0
3;3;:0510;0
3;3;:0610;17.77272727
3;3;:0710;155.6490909
3;3;:0810;302.7809091
3;3;:0910;369.79
3;3;:1010;358.4254545
3;3;:1110;436.4454545
3;3;:1210;476.1072727
3;3;:1310;412.2481818
3;3;:1410;330.7054545
3;3;:1510;185.25
3;3;:1610;31.41909091
3;3;:1710;0
3;3;:1810;0
3;3;:1910;0
3;3;:2010;0
3;3;:2110;0
3;3;:2210;0
3;3;:2310;0
3;4;:0010;0
3;4;:0110;0
3;4;:0210;0
3;4;:0310;0
3;4;:0410;0
3;4;:0510;0
3;4;:0610;17.01818182
3;4;:0710;121.4363636
3;4;:0810;210.3945455
3;4;:0910;344.3454545
3;4;:1010;389.1990909
3;4;:1110;460.8018182
3;4;:1210;455.7718182
3;4;:1310;387.3045455
3;4;:1410;271.4818182
3;4;:1510;196.2463636
3;4;:1610;30.55363636
3;4;:1710;0
3;4;:1810;0
3;4;:1910;0
3;4;:2010;0
3;4;:2110;0
3;4;:2210;0
3;4;:2310;0
3;5;:0010;0
3;5;:0110;0
3;5;:0210;0
3;5;:0310;0
3;5;:0410;0
3;5;:0510;0
3;5;:0610;20.54454545
3;5;:0710;139.3836364
3;5;:0810;262.6827273
3;5;:0910;338.9609091
3;5;:1010;417.6809091
3;5;:1110;480.5618182
3;5;:1210;480.7963636
3;5;:1310;438.9218182
3;5;:1410;381.3818182
3;5;:1510;215.26
3;5;:1610;32.18
3;5;:1710;0
3;5;:1810;0
3;5;:1910;0
3;5;:2010;0
3;5;:2110;0
3;5;:2210;0
3;5;:2310;0
3;6;:0010;0
3;6;:0110;0
3;6;:0210;0
3;6;:0310;0
3;6;:0410;0
3;6;:0510;0
3;6;:0610;29.59
3;6;:0710;144.0927273
3;6;:0810;294.0527273
3;6;:0910;396.3981818
3;6;:1010;364.2245455
3;6;:1110;380.7645455
3;6;:1210;303.9263636
3;6;:1310;307.0081818
3;6;:1410;286.7763636
3;6;:1510;223.5690909
3;6;:1610;40.03727273
3;6;:1710;0
3;6;:1810;0
3;6;:1910;0
3;6;:2010;0
3;6;:2110;0
3;6;:2210;0
3;6;:2310;0
3;7;:0010;0
3;7;:0110;0
3;7;:0210;0
3;7;:0310;0
3;7;:0410;0
3;7;:0510;0
3;7;:0610;30.22272727
3;7;:0710;152.2054545
3;7;:0810;271.2690909
3;7;:0910;373.2709091
3;7;:1010;342.9545455
3;7;:1110;359.1654545
3;7;:1210;435.18
3;7;:1310;415.0827273
3;7;:1410;336.1354545
3;7;:1510;158.1736364
3;7;:1610;38.70818182
3;7;:1710;0
3;7;:1810;0
3;7;:1910;0
3;7;:2010;0
3;7;:2110;0
3;7;:2210;0
3;7;:2310;0
3;8;:0010;0
3;8;:0110;0
3;8;:0210;0
3;8;:0310;0
3;8;:0410;0
3;8;:0510;0
3;8;:0610;29.92636364
3;8;:0710;144.3363636
3;8;:0810;257.3845455
3;8;:0910;380.5654545
3;8;:1010;430.9863636
3;8;:1110;413.7909091
3;8;:1210;383.1772727
3;8;:1310;378.7263636
3;8;:1410;314.6490909
3;8;:1510;196.3745455
3;8;:1610;43.33909091
3;8;:1710;0
3;8;:1810;0
3;8;:1910;0
3;8;:2010;0
3;8;:2110;0
3;8;:2210;0
3;8;:2310;0
3;9;:0010;0
3;9;:0110;0
3;9;:0210;0
3;9;:0310;0
3;9;:0410;0
3;9;:0510;0
3;9;:0610;35.82272727
3;9;:0710;168.0536364
3;9;:0810;306.8536364
3;9;:0910;431.6972727
3;9;:1010;475.5254545
3;9;:1110;477.82
3;9;:1210;407.6063636
3;9;:1310;359.9718182
3;9;:1410;307.0763636
3;9;:1510;201.5981818
3;9;:1610;43.85636364
3;9;:1710;0
3;9;:1810;0
3;9;:1910;0
3;9;:2010;0
3;9;:2110;0
3;9;:2210;0
3;9;:2310;0
3;10;:0010;0
3;10;:0110;0
3;10;:0210;0
3;10;:0310;0
3;10;:0410;0
3;10;:0510;0
3;10;:0610;41.54363636
3;10;:0710;194.8081818
3;10;:0810;347.6072727
3;10;:0910;464.2654545
3;10;:1010;535.5936364
3;10;:1110;487.7554545
3;10;:1210;407.6818182
3;10;:1310;393.6181818
3;10;:1410;264.7554545
3;10;:1510;208.4290909
3;10;:1610;43.75727273
3;10;:1710;0
3;10;:1810;0
3;10;:1910;0
3;10;:2010;0
3;10;:2110;0
3;10;:2210;0
3;10;:2310;0
3;11;:0010;0
3;11;:0110;0
3;11;:0210;0
3;11;:0310;0
3;11;:0410;0
3;11;:0510;0
3;11;:0610;37.33454545
3;11;:0710;116.3872727
3;11;:0810;223.9209091
3;11;:0910;261.6790909
3;11;:1010;268.0981818
3;11;:1110;303.4227273
3;11;:1210;356.6554545
3;11;:1310;376.4036364
3;11;:1410;290.5063636
3;11;:1510;163.0027273
3;11;:1610;45.23363636
3;11;:1710;0
3;11;:1810;0
3;11;:1910;0
3;11;:2010;0
3;11;:2110;0
3;11;:2210;0
3;11;:2310;0
3;12;:0010;0
3;12;:0110;0
3;12;:0210;0
3;12;:0310;0
3;12;:0410;0
3;12;:0510;0
3;12;:0610;35.87181818
3;12;:0710;152.99
3;12;:0810;303.5572727
3;12;:0910;369.9281818
3;12;:1010;394.0818182
3;12;:1110;429.0327273
3;12;:1210;406.1354545
3;12;:1310;336.3563636
3;12;:1410;266.8318182
3;12;:1510;176.7181818
3;12;:1610;42.46
3;12;:1710;0
3;12;:1810;0
3;12;:1910;0
3;12;:2010;0
3;12;:2110;0
3;12;:2210;0
3;12;:2310;0
3;13;:0010;0
3;13;:0110;0
3;13;:0210;0
3;13;:0310;0
3;13;:0410;0
3;13;:0510;0
3;13;:0610;46.10818182
3;13;:0710;192.5290909
3;13;:0810;271.4863636
3;13;:0910;409.3845455
3;13;:1010;334.6372727
3;13;:1110;339.3881818
3;13;:1210;337.1236364
3;13;:1310;272.4863636
3;13;:1410;256.0809091
3;13;:1510;157.1081818
3;13;:1610;51.80363636
3;13;:1710;0
3;13;:1810;0
3;13;:1910;0
3;13;:2010;0
3;13;:2110;0
3;13;:2210;0
3;13;:2310;0
3;14;:0010;0
3;14;:0110;0
3;14;:0210;0
3;14;:0310;0
3;14;:0410;0
3;14;:0510;0
3;14;:0610;40.60181818
3;14;:0710;168.23
3;14;:0810;306.0945455
3;14;:0910;440.0954545
3;14;:1010;477.8927273
3;14;:1110;488.48
3;14;:1210;420.2863636
3;14;:1310;377.8672727
3;14;:1410;280.5745455
3;14;:1510;202.7263636
3;14;:1610;57.40636364
3;14;:1710;0
3;14;:1810;0
3;14;:1910;0
3;14;:2010;0
3;14;:2110;0
3;14;:2210;0
3;14;:2310;0
3;15;:0010;0
3;15;:0110;0
3;15;:0210;0
3;15;:0310;0
3;15;:0410;0
3;15;:0510;0
3;15;:0610;40.24
3;15;:0710;127.8272727
3;15;:0810;256.7854545
3;15;:0910;368.2136364
3;15;:1010;455.8063636
3;15;:1110;443.28
3;15;:1210;369.2436364
3;15;:1310;360.7090909
3;15;:1410;309.3472727
3;15;:1510;196.0563636
3;15;:1610;53.04727273
3;15;:1710;0
3;15;:1810;0
3;15;:1910;0
3;15;:2010;0
3;15;:2110;0
3;15;:2210;0
3;15;:2310;0
3;16;:0010;0
3;16;:0110;0
3;16;:0210;0
3;16;:0310;0
3;16;:0410;0
3;16;:0510;0
3;16;:0610;42.74545455
3;16;:0710;136.5881818
3;16;:0810;298.5745455
3;16;:0910;273.2736364
3;16;:1010;359.8136364
3;16;:1110;403.0209091
3;16;:1210;369.1727273
3;16;:1310;362.3472727
3;16;:1410;308.3072727
3;16;:1510;190.6727273
3;16;:1610;71.12545455
3;16;:1710;0
3;16;:1810;0
3;16;:1910;0
3;16;:2010;0
3;16;:2110;0
3;16;:2210;0
3;16;:2310;0
3;17;:0010;0
3;17;:0110;0
3;17;:0210;0
3;17;:0310;0
3;17;:0410;0
3;17;:0510;0
3;17;:0610;59.06909091
3;17;:0710;190.6709091
3;17;:0810;329.6145455
3;17;:0910;407.8790909
3;17;:1010;431.2454545
3;17;:1110;439.6409091
3;17;:1210;407.2290909
3;17;:1310;387.8318182
3;17;:1410;278.38
3;17;:1510;221.8027273
3;17;:1610;73.10363636
3;17;:1710;0
3;17;:1810;0
3;17;:1910;0
3;17;:2010;0
3;17;:2110;0
3;17;:2210;0
3;17;:2310;0
3;18;:0010;0
3;18;:0110;0
3;18;:0210;0
3;18;:0310;0
3;18;:0410;0
3;18;:0510;0
3;18;:0610;64.67090909
3;18;:0710;231.8163636
3;18;:0810;348.3145455
3;18;:0910;450.4736364
3;18;:1010;490.3172727
3;18;:1110;524.8736364
3;18;:1210;448.28
3;18;:1310;392.4863636
3;18;:1410;279.7872727
3;18;:1510;199.0827273
3;18;:1610;70.03909091
3;18;:1710;0
3;18;:1810;0
3;18;:1910;0
3;18;:2010;0
3;18;:2110;0
3;18;:2210;0
3;18;:2310;0
3;19;:0010;0
3;19;:0110;0
3;19;:0210;0
3;19;:0310;0
3;19;:0410;0
3;19;:0510;0
3;19;:0610;42.66363636
3;19;:0710;163.7727273
3;19;:0810;238.0009091
3;19;:0910;365.2490909
3;19;:1010;443.5181818
3;19;:1110;351.0118182
3;19;:1210;451.6718182
3;19;:1310;370.5027273
3;19;:1410;264.0881818
3;19;:1510;233.4672727
3;19;:1610;71.26090909
3;19;:1710;0
3;19;:1810;0
3;19;:1910;0
3;19;:2010;0
3;19;:2110;0
3;19;:2210;0
3;19;:2310;0
3;20;:0010;0
3;20;:0110;0
3;20;:0210;0
3;20;:0310;0
3;20;:0410;0
3;20;:0510;0
3;20;:0610;86.02
3;20;:0710;248.4427273
3;20;:0810;402.9490909
3;20;:0910;506.8727273
3;20;:1010;589.5454545
3;20;:1110;647.0254545
3;20;:1210;567.67
3;20;:1310;428.1390909
3;20;:1410;416.6690909
3;20;:1510;267.8609091
3;20;:1610;105.8236364
3;20;:1710;0
3;20;:1810;0
3;20;:1910;0
3;20;:2010;0
3;20;:2110;0
3;20;:2210;0
3;20;:2310;0
3;21;:0010;0
3;21;:0110;0
3;21;:0210;0
3;21;:0310;0
3;21;:0410;0
3;21;:0510;0
3;21;:0610;70.14636364
3;21;:0710;214.9345455
3;21;:0810;385.1709091
3;21;:0910;517.3672727
3;21;:1010;594.0536364
3;21;:1110;527.5836364
3;21;:1210;422.07
3;21;:1310;347.6436364
3;21;:1410;298.23
3;21;:1510;187.38
3;21;:1610;84.18818182
3;21;:1710;0
3;21;:1810;0
3;21;:1910;0
3;21;:2010;0
3;21;:2110;0
3;21;:2210;0
3;21;:2310;0
3;22;:0010;0
3;22;:0110;0
3;22;:0210;0
3;22;:0310;0
3;22;:0410;0
3;22;:0510;0
3;22;:0610;85.95363636
3;22;:0710;207.5772727
3;22;:0810;348.0836364
3;22;:0910;505.2781818
3;22;:1010;577.3772727
3;22;:1110;608.2918182
3;22;:1210;563.9118182
3;22;:1310;512.2809091
3;22;:1410;389.8472727
3;22;:1510;256.8963636
3;22;:1610;85.73090909
3;22;:1710;0
3;22;:1810;0
3;22;:1910;0
3;22;:2010;0
3;22;:2110;0
3;22;:2210;0
3;22;:2310;0
3;23;:0010;0
3;23;:0110;0
3;23;:0210;0
3;23;:0310;0
3;23;:0410;0
3;23;:0510;0
3;23;:0610;76.67272727
3;23;:0710;203.8381818
3;23;:0810;357.3536364
3;23;:0910;449.6872727
3;23;:1010;486.7381818
3;23;:1110;556.1245455
3;23;:1210;515.3127273
3;23;:1310;441.8254545
3;23;:1410;335.6545455
3;23;:1510;215.2545455
3;23;:1610;85.34
3;23;:1710;0
3;23;:1810;0
3;23;:1910;0
3;23;:2010;0
3;23;:2110;0
3;23;:2210;0
3;23;:2310;0
3;24;:0010;0
3;24;:0110;0
3;24;:0210;0
3;24;:0310;0
3;24;:0410;0
3;24;:0510;0.172727273
3;24;:0610;76.58090909
3;24;:0710;249.0454545
3;24;:0810;390.3745455
3;24;:0910;514.0845455
3;24;:1010;499.4654545
3;24;:1110;545.4754545
3;24;:1210;520.4845455
3;24;:1310;389.9336364
3;24;:1410;334.1845455
3;24;:1510;235.7972727
3;24;:1610;79.67
3;24;:1710;0
3;24;:1810;0
3;24;:1910;0
3;24;:2010;0
3;24;:2110;0
3;24;:2210;0
3;24;:2310;0
3;25;:0010;0
3;25;:0110;0
3;25;:0210;0
3;25;:0310;0
3;25;:0410;0
3;25;:0510;0.188181818
3;25;:0610;88.21545455
3;25;:0710;244.91
3;25;:0810;439.9990909
3;25;:0910;495.4627273
3;25;:1010;556.8472727
3;25;:1110;495.4827273
3;25;:1210;399.0463636
3;25;:1310;340.8581818
3;25;:1410;332.2836364
3;25;:1510;203.3927273
3;25;:1610;94.08909091
3;25;:1710;0
3;25;:1810;0
3;25;:1910;0
3;25;:2010;0
3;25;:2110;0
3;25;:2210;0
3;25;:2310;0
3;26;:0010;0
3;26;:0110;0
3;26;:0210;0
3;26;:0310;0
3;26;:0410;0
3;26;:0510;0.364545455
3;26;:0610;68.47181818
3;26;:0710;214.7109091
3;26;:0810;362.4136364
3;26;:0910;463.44
3;26;:1010;506.5481818
3;26;:1110;474.4154545
3;26;:1210;417.6518182
3;26;:1310;372.9663636
3;26;:1410;247.9254545
3;26;:1510;174.8563636
3;26;:1610;101.7254545
3;26;:1710;0
3;26;:1810;0
3;26;:1910;0
3;26;:2010;0
3;26;:2110;0
3;26;:2210;0
3;26;:2310;0
3;27;:0010;0
3;27;:0110;0
3;27;:0210;0
3;27;:0310;0
3;27;:0410;0
3;27;:0510;0.142727273
3;27;:0610;81.10272727
3;27;:0710;204.5918182
3;27;:0810;338.7609091
3;27;:0910;499.9218182
3;27;:1010;584.7809091
3;27;:1110;560.8990909
3;27;:1210;569.0463636
3;27;:1310;507.8163636
3;27;:1410;364.5890909
3;27;:1510;230.93
3;27;:1610;98.28545455
3;27;:1710;0
3;27;:1810;0
3;27;:1910;0
3;27;:2010;0
3;27;:2110;0
3;27;:2210;0
3;27;:2310;0
3;28;:0010;0
3;28;:0110;0
3;28;:0210;0
3;28;:0310;0
3;28;:0410;0
3;28;:0510;0.102727273
3;28;:0610;84.53636364
3;28;:0710;222.3781818
3;28;:0810;309.9890909
3;28;:0910;431.7372727
3;28;:1010;484.0545455
3;28;:1110;526.0145455
3;28;:1210;595.1718182
3;28;:1310;529.4136364
3;28;:1410;348.2663636
3;28;:1510;254.38
3;28;:1610;114.9872727
3;28;:1710;0
3;28;:1810;0
3;28;:1910;0
3;28;:2010;0
3;28;:2110;0
3;28;:2210;0
3;28;:2310;0
3;29;:0010;0
3;29;:0110;0
3;29;:0210;0
3;29;:0310;0
3;29;:0410;0
3;29;:0510;1.120909091
3;29;:0610;63.63545455
3;29;:0710;174.5554545
3;29;:0810;334.7163636
3;29;:0910;436.1354545
3;29;:1010;497.01
3;29;:1110;556.1218182
3;29;:1210;516.8972727
3;29;:1310;510.3454545
3;29;:1410;331.93
3;29;:1510;205.21
3;29;:1610;100.4372727
3;29;:1710;0
3;29;:1810;0
3;29;:1910;0
3;29;:2010;0
3;29;:2110;0
3;29;:2210;0
3;29;:2310;0
3;30;:0010;0
3;30;:0110;0
3;30;:0210;0
3;30;:0310;0
3;30;:0410;0
3;30;:0510;1.04
3;30;:0610;92.09
3;30;:0710;257.5363636
3;30;:0810;376.1790909
3;30;:0910;419.3854545
3;30;:1010;519.2127273
3;30;:1110;521.9154545
3;30;:1210;487.0763636
3;30;:1310;417.0654545
3;30;:1410;383.6772727
3;30;:1510;255.2436364
3;30;:1610;87.42454545
3;30;:1710;0
3;30;:1810;0
3;30;:1910;0
3;30;:2010;0
3;30;:2110;0
3;30;:2210;0
3;30;:2310;0
3;31;:0010;0
3;31;:0110;0
3;31;:0210;0
3;31;:0310;0
3;31;:0410;0
3;31;:0510;1.085454545
3;31;:0610;71.13181818
3;31;:0710;215.5136364
3;31;:0810;319.4363636
3;31;:0910;393.9409091
3;31;:1010;477.1845455
3;31;:1110;366.5418182
3;31;:1210;446.4090909
3;31;:1310;427.5954545
3;31;:1410;332.29
3;31;:1510;234.2072727
3;31;:1610;89.74545455
3;31;:1710;0
3;31;:1810;0
3;31;:1910;0
3;31;:2010;0
3;31;:2110;0
3;31;:2210;0
3;31;:2310;0
4;1;:0010;0
4;1;:0110;0
4;1;:0210;0
4;1;:0310;0
4;1;:0410;0
4;1;:0510;8.705454545
4;1;:0610;80.14636364
4;1;:0710;216.9863636
4;1;:0810;336.0863636
4;1;:0910;489.6054545
4;1;:1010;521.3709091
4;1;:1110;419.5609091
4;1;:1210;337.4772727
4;1;:1310;335.9
4;1;:1410;288.6945455
4;1;:1510;204.3190909
4;1;:1610;92.19272727
4;1;:1710;0
4;1;:1810;0
4;1;:1910;0
4;1;:2010;0
4;1;:2110;0
4;1;:2210;0
4;1;:2310;0
4;2;:0010;0
4;2;:0110;0
4;2;:0210;0
4;2;:0310;0
4;2;:0410;0
4;2;:0510;8.097272727
4;2;:0610;84.11090909
4;2;:0710;252.2136364
4;2;:0810;404.8409091
4;2;:0910;572.1936364
4;2;:1010;575.7627273
4;2;:1110;531.2563636
4;2;:1210;508.09
4;2;:1310;459.0227273
4;2;:1410;399.0163636
4;2;:1510;271.6036364
4;2;:1610;124.9409091
4;2;:1710;0
4;2;:1810;0
4;2;:1910;0
4;2;:2010;0
4;2;:2110;0
4;2;:2210;0
4;2;:2310;0
4;3;:0010;0
4;3;:0110;0
4;3;:0210;0
4;3;:0310;0
4;3;:0410;0
4;3;:0510;14.53636364
4;3;:0610;127.8454545
4;3;:0710;286.6381818
4;3;:0810;425.7063636
4;3;:0910;553.86
4;3;:1010;594.46
4;3;:1110;586.9172727
4;3;:1210;562.0018182
4;3;:1310;500.2718182
4;3;:1410;391.1663636
4;3;:1510;247.4581818
4;3;:1610;80.34
4;3;:1710;0.145454545
4;3;:1810;0
4;3;:1910;0
4;3;:2010;0
4;3;:2110;0
4;3;:2210;0
4;3;:2310;0
4;4;:0010;0
4;4;:0110;0
4;4;:0210;0
4;4;:0310;0
4;4;:0410;0
4;4;:0510;13.66181818
4;4;:0610;98.33
4;4;:0710;237.0972727
4;4;:0810;393.2890909
4;4;:0910;487.3172727
4;4;:1010;522.3590909
4;4;:1110;497.6090909
4;4;:1210;456.6872727
4;4;:1310;459.5509091
4;4;:1410;321.2927273
4;4;:1510;209.5181818
4;4;:1610;92.14181818
4;4;:1710;0.143636364
4;4;:1810;0
4;4;:1910;0
4;4;:2010;0
4;4;:2110;0
4;4;:2210;0
4;4;:2310;0
4;5;:0010;0
4;5;:0110;0
4;5;:0210;0
4;5;:0310;0
4;5;:0410;0
4;5;:0510;13.95454545
4;5;:0610;110.29
4;5;:0710;277.6672727
4;5;:0810;431.7518182
4;5;:0910;496.0645455
4;5;:1010;529.3290909
4;5;:1110;508.6236364
4;5;:1210;494.9490909
4;5;:1310;329.6309091
4;5;:1410;275.6463636
4;5;:1510;192.9790909
4;5;:1610;81.79272727
4;5;:1710;0.633636364
4;5;:1810;0
4;5;:1910;0
4;5;:2010;0
4;5;:2110;0
4;5;:2210;0
4;5;:2310;0
4;6;:0010;0
4;6;:0110;0
4;6;:0210;0
4;6;:0310;0
4;6;:0410;0
4;6;:0510;16.69181818
4;6;:0610;112.4218182
4;6;:0710;232.1927273
4;6;:0810;364.3136364
4;6;:0910;491.2336364
4;6;:1010;474.7490909
4;6;:1110;575.4027273
4;6;:1210;455.7690909
4;6;:1310;359.88
4;6;:1410;281.4172727
4;6;:1510;198.9536364
4;6;:1610;86.51181818
4;6;:1710;1.398181818
4;6;:1810;0
4;6;:1910;0
4;6;:2010;0
4;6;:2110;0
4;6;:2210;0
4;6;:2310;0
4;7;:0010;0
4;7;:0110;0
4;7;:0210;0
4;7;:0310;0
4;7;:0410;0
4;7;:0510;17.02727273
4;7;:0610;124.4136364
4;7;:0710;261.5218182
4;7;:0810;377.7909091
4;7;:0910;435.4045455
4;7;:1010;477.0736364
4;7;:1110;472.29
4;7;:1210;511.8763636
4;7;:1310;464.5281818
4;7;:1410;377.8254545
4;7;:1510;233.4581818
4;7;:1610;105.9663636
4;7;:1710;1.944545455
4;7;:1810;0
4;7;:1910;0
4;7;:2010;0
4;7;:2110;0
4;7;:2210;0
4;7;:2310;0
4;8;:0010;0
4;8;:0110;0
4;8;:0210;0
4;8;:0310;0
4;8;:0410;0
4;8;:0510;17.55636364
4;8;:0610;122.97
4;8;:0710;290.4809091
4;8;:0810;435.3418182
4;8;:0910;558.8490909
4;8;:1010;586.1718182
4;8;:1110;585.9072727
4;8;:1210;525.8454545
4;8;:1310;441.9309091
4;8;:1410;384.3918182
4;8;:1510;235.4063636
4;8;:1610;101.4627273
4;8;:1710;3.237272727
4;8;:1810;0
4;8;:1910;0
4;8;:2010;0
4;8;:2110;0
4;8;:2210;0
4;8;:2310;0
4;9;:0010;0
4;9;:0110;0
4;9;:0210;0
4;9;:0310;0
4;9;:0410;0
4;9;:0510;19.12545455
4;9;:0610;129.2427273
4;9;:0710;313.2472727
4;9;:0810;459.13
4;9;:0910;594.1136364
4;9;:1010;632.9090909
4;9;:1110;617.6027273
4;9;:1210;614.1236364
4;9;:1310;534.2463636
4;9;:1410;403.4672727
4;9;:1510;312.8281818
4;9;:1610;119.6509091
4;9;:1710;4.637272727
4;9;:1810;0
4;9;:1910;0
4;9;:2010;0
4;9;:2110;0
4;9;:2210;0
4;9;:2310;0
4;10;:0010;0
4;10;:0110;0
4;10;:0210;0
4;10;:0310;0
4;10;:0410;0
4;10;:0510;23.51
4;10;:0610;135.9018182
4;10;:0710;297.0618182
4;10;:0810;422.8709091
4;10;:0910;449.5372727
4;10;:1010;544.6736364
4;10;:1110;618.6227273
4;10;:1210;619.7863636
4;10;:1310;481.8272727
4;10;:1410;364.4463636
4;10;:1510;276.9363636
4;10;:1610;128.7845455
4;10;:1710;4.1
4;10;:1810;0
4;10;:1910;0
4;10;:2010;0
4;10;:2110;0
4;10;:2210;0
4;10;:2310;0
4;11;:0010;0
4;11;:0110;0
4;11;:0210;0
4;11;:0310;0
4;11;:0410;0
4;11;:0510;19.33727273
